Food,MealType,DietType,Calories,Protein,Fat,Price
Mutton Samosa,Snacks,Non-Veg,400,15,22,63
Parotta + Mutton Salna,Dinner,Non-Veg,846,53,35,293
Jigarthanda,Snacks,Veg,407,12,13,124
Paneer Roll,Snacks,Veg,415,24,19,87
Variety Rice (Festival Special),Lunch,Veg,421,8,18,154
Kottu Parotta (Chicken),Lunch,Non-Veg,776,39,33,293
Chicken Lollipop,Snacks,Non-Veg,326,33,28,144
Kara Pongal + Chutney,Breakfast,Veg,404,13,18,81
Thaen Kaapi (Honey Coffee),Breakfast,Veg,135,1,5,54
Pongal + Sambar + Chutney,Breakfast,Veg,333,15,10,91
Chicken Kadai + Idly,Breakfast,Non-Veg,618,45,15,226
Kottu Parotta (Veg),Dinner,Veg,471,14,15,120
Chappatti + Kurma,Breakfast,Veg,393,12,9,112
Omelette + Bread,Breakfast,Non-Veg,351,25,24,94
Pongal + Vada + Sambar,Dinner,Veg,585,19,23,113
Mutton Biryani,Dinner,Non-Veg,918,51,36,333
Chicken Fried Rice,Fast Food,Non-Veg,717,41,23,300
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,532,40,17,234
Bread + Omelette,Breakfast,Veg,401,8,11,101
Pongal + Sambar + Chutney,Breakfast,Veg,458,15,14,66
Murukku,Snacks,Veg,291,6,12,59
Peas Pulao + Raita,Lunch,Veg,451,13,12,103
Veg Noodles,Fast Food,Veg,408,8,17,172
Bajji (Onion/Plantain),Snacks,Veg,245,4,18,66
Curd Rice + Pickle,Lunch,Veg,393,15,14,89
Mutton Seekh Roll,Fast Food,Non-Veg,554,42,25,284
Poha (Aval) + Chutney,Snacks,Veg,288,7,10,40
Margherita Pizza,Fast Food,Veg,606,27,32,442
Chicken Tikka Pizza,Fast Food,Non-Veg,852,43,43,661
Chicken Lollipop,Snacks,Non-Veg,338,33,21,220
Mutton Seekh Roll,Fast Food,Non-Veg,704,49,27,317
Margherita Pizza,Fast Food,Veg,699,26,33,255
Cheese Veg Burger,Fast Food,Veg,635,15,24,264
Paal Pongal,Breakfast,Veg,352,15,20,85
Fish Biryani,Dinner,Non-Veg,730,42,25,201
Filter Coffee,Breakfast,Veg,75,1,2,59
Plain Dosai + Chutney,Breakfast,Veg,206,6,14,70
Tomato Rice,Dinner,Veg,339,8,14,54
Lemon Rice,Lunch,Veg,475,11,18,120
Pani Puri (TN Style),Snacks,Veg,232,6,4,58
Paniyaram + Chutney,Breakfast,Veg,284,13,10,102
Mutton Biryani,Lunch,Non-Veg,895,57,37,284
Chicken Zinger Burger,Fast Food,Non-Veg,739,33,23,239
Fish Bajji,Snacks,Non-Veg,421,26,24,99
Kozhukattai,Snacks,Veg,282,5,4,76
Kottu Parotta (Veg),Dinner,Veg,652,14,18,106
Mutton Biryani,Dinner,Non-Veg,914,49,31,272
Poriyal + Rice + Dal,Lunch,Veg,574,16,13,112
Paneer Tikka Pizza,Fast Food,Veg,965,25,24,386
Thaen Kaapi (Honey Coffee),Breakfast,Veg,122,1,4,69
Curd Rice + Pickle,Lunch,Veg,317,9,10,86
Parotta + Mutton Salna,Lunch,Non-Veg,947,58,37,295
Chicken 65,Snacks,Non-Veg,426,36,26,127
Veg Noodles,Fast Food,Veg,446,14,17,163
Peas Pulao + Raita,Lunch,Veg,425,18,11,119
Parotta + Chicken Salna,Dinner,Non-Veg,794,39,32,128
Filter Coffee,Breakfast,Veg,60,1,5,40
Chettinad Chicken + Rice,Dinner,Non-Veg,671,55,27,282
Fish Curry + Rice,Dinner,Non-Veg,504,38,23,140
Pongal + Chutney,Dinner,Veg,385,8,14,91
Meals (Light),Dinner,Veg,494,20,16,112
Egg Biryani,Lunch,Non-Veg,714,35,19,126
Idly + Chicken Kurma,Dinner,Non-Veg,506,39,23,225
Veg Fried Rice,Fast Food,Veg,529,11,22,106
Chettinad Chicken Curry + Rice,Lunch,Non-Veg,627,51,25,263
Plain Dosai + Chutney,Dinner,Veg,294,8,10,75
Puttu + Kadala Curry,Breakfast,Veg,448,14,12,149
Egg Biryani,Lunch,Non-Veg,500,28,16,201
Paneer Tikka Pizza,Fast Food,Veg,745,30,37,451
Egg Biryani,Lunch,Non-Veg,637,34,18,214
Curd Rice + Pickle,Dinner,Veg,414,12,7,81
Paneer Tikka Pizza,Fast Food,Veg,723,22,36,535
Dosai + Chicken Curry,Dinner,Non-Veg,607,29,25,176
Idly + Chicken Kurma,Dinner,Non-Veg,555,45,20,197
Kozhukattai,Snacks,Veg,187,7,7,49
Plain Dosai + Chutney,Breakfast,Veg,246,8,9,51
Set Dosai + Sambar,Breakfast,Veg,414,14,6,97
Chappatti + Kurma,Breakfast,Veg,368,11,11,111
Variety Rice (Festival Special),Lunch,Veg,540,9,18,130
Set Dosai + Sambar,Breakfast,Veg,352,8,9,118
Kottu Parotta (Veg),Dinner,Veg,562,14,23,104
Tender Coconut Water,Snacks,Veg,71,1,1,78
Puttu + Kadala Curry,Breakfast,Veg,440,17,14,92
Omelette + Bread,Breakfast,Non-Veg,439,24,22,120
Plain Dosai + Chutney,Dinner,Veg,217,8,5,58
Paneer Roll,Fast Food,Veg,537,24,16,223
Meals (Full Thali),Lunch,Veg,872,24,23,228
Chicken Lollipop,Snacks,Non-Veg,357,29,17,230
Plain Dosai + Chutney,Breakfast,Veg,255,5,5,72
Murukku,Snacks,Veg,305,6,21,23
Rava Dosai,Breakfast,Veg,379,6,14,99
Kottu Parotta (Veg),Dinner,Veg,516,13,28,150
Chappatti + Kurma,Breakfast,Veg,468,12,10,101
Fish Biryani,Dinner,Non-Veg,801,45,27,353
Fish and Chips,Fast Food,Non-Veg,713,33,28,416
Paal Pongal,Breakfast,Veg,394,14,11,127
Aloo Bonda,Snacks,Veg,352,7,21,44
Parotta + Veg Salna,Lunch,Veg,656,17,33,135
Veg Noodles,Fast Food,Veg,460,11,19,125
Fish Curry + Rice,Dinner,Non-Veg,558,50,22,155
Kozhukattai,Snacks,Veg,191,5,7,69
Parotta + Mutton Salna,Lunch,Non-Veg,768,49,41,215
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,280,6,2,58
Tomato Rice,Lunch,Veg,386,8,10,106
Chicken Zinger Burger,Fast Food,Non-Veg,756,32,38,235
Meals (Full Thali),Lunch,Veg,736,26,22,158
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,278,7,8,50
Rasam Rice,Lunch,Veg,284,8,6,87
Mutton Seekh Roll,Fast Food,Non-Veg,611,35,34,282
Paal Pongal,Breakfast,Veg,462,8,15,63
French Fries,Fast Food,Veg,418,8,25,149
Poori + Kurma,Breakfast,Veg,448,14,28,104
Tamarind Rice (Puliyodharai),Lunch,Veg,387,7,11,116
Egg Biryani,Lunch,Non-Veg,504,29,27,193
Pongal + Chutney,Dinner,Veg,315,10,13,82
Pongal + Chutney,Dinner,Veg,450,11,16,89
Peas Pulao + Raita,Lunch,Veg,598,15,9,143
Keerai Dosai,Breakfast,Veg,350,7,5,86
Chicken Meals (Full),Lunch,Non-Veg,957,45,30,244
Prawn Bajji,Snacks,Non-Veg,327,25,22,152
Corn Chaat,Snacks,Veg,190,7,3,72
Chicken Momos,Fast Food,Non-Veg,471,31,19,246
Veg Momos,Fast Food,Veg,303,13,12,108
Corn Chaat,Snacks,Veg,243,7,10,75
Keerai Dosai,Breakfast,Veg,299,12,13,104
Paneer Roll,Fast Food,Veg,453,28,15,129
Chicken Biryani,Dinner,Non-Veg,741,42,25,181
Medu Vada + Sambar,Breakfast,Veg,338,9,17,107
Prawn Bajji,Snacks,Non-Veg,421,27,18,132
Bonda + Chutney,Snacks,Veg,249,8,12,22
Parotta + Mutton Salna,Lunch,Non-Veg,957,57,32,191
Tender Coconut Water,Snacks,Veg,75,2,0,63
Prawn Bajji,Snacks,Non-Veg,372,24,18,96
Fresh Fruit Juice,Breakfast,Veg,125,1,0,95
Rasam Rice,Lunch,Veg,354,14,6,71
Tomato Rice,Lunch,Veg,366,7,15,119
Kadalai Mittai (Peanut Chikki),Snacks,Veg,297,9,12,24
Crab Curry + Rice,Lunch,Non-Veg,571,39,13,337
Tomato Rice,Lunch,Veg,424,7,10,53
Margherita Pizza,Fast Food,Veg,612,26,28,462
Veg Burger,Fast Food,Veg,484,13,20,196
Fish Curry + Rice,Dinner,Non-Veg,575,42,14,159
Corn Chaat,Snacks,Veg,192,4,10,56
Prawn Masala + Rice,Dinner,Non-Veg,687,50,26,316
Prawn Masala + Rice,Lunch,Non-Veg,657,37,20,326
Veg Momos,Fast Food,Veg,350,13,12,152
Coconut Rice,Lunch,Veg,505,12,20,125
Prawn Biryani,Lunch,Non-Veg,848,57,31,487
Curd Rice + Pickle,Lunch,Veg,343,12,6,93
Tomato Rice,Lunch,Veg,361,6,15,58
Fish Curry + Rice,Dinner,Non-Veg,472,46,26,188
Prawn Biryani,Lunch,Non-Veg,723,55,29,407
Paneer Roll,Fast Food,Veg,438,23,18,211
Prawn Bajji,Snacks,Non-Veg,306,23,28,107
Chicken 65,Snacks,Non-Veg,363,28,20,197
Tender Coconut Water,Snacks,Veg,77,1,0,68
Parotta + Mutton Salna,Dinner,Non-Veg,894,57,45,183
Medu Vada + Sambar,Breakfast,Veg,274,9,22,97
Murukku,Snacks,Veg,256,8,22,59
Lemon Rice,Lunch,Veg,362,9,14,79
Set Dosai + Sambar,Breakfast,Veg,407,12,12,93
Chicken Biryani,Dinner,Non-Veg,888,36,24,291
Idly + Chicken Kurma,Dinner,Non-Veg,527,39,19,155
Mango Juice,Breakfast,Veg,161,1,0,56
Paneer Tikka Pizza,Fast Food,Veg,794,27,42,437
Paal Pongal,Breakfast,Veg,416,14,13,89
Parotta + Mutton Salna,Dinner,Non-Veg,982,56,28,228
Chicken Lollipop,Snacks,Non-Veg,312,30,25,155
Veg Fried Rice,Fast Food,Veg,435,15,19,125
Egg Fried Rice,Fast Food,Non-Veg,565,27,20,222
Sambar Rice,Dinner,Veg,392,13,6,63
Aloo Bonda,Snacks,Veg,261,5,17,52
Cheese Veg Burger,Fast Food,Veg,540,14,31,168
Prawn Biryani,Lunch,Non-Veg,632,56,26,254
Kara Pongal + Chutney,Breakfast,Veg,362,13,13,86
Dosai + Chicken Curry,Dinner,Non-Veg,614,34,17,217
Chicken Burger,Fast Food,Non-Veg,521,40,14,166
Parotta + Chicken Salna,Lunch,Non-Veg,686,47,36,238
Parotta + Veg Salna,Dinner,Veg,575,16,29,103
Fresh Fruit Juice,Breakfast,Veg,103,3,2,74
Margherita Pizza,Fast Food,Veg,868,23,34,489
Prawn Bajji,Snacks,Non-Veg,382,22,21,130
Sambar Rice,Lunch,Veg,409,16,10,87
Dosai + Chicken Curry,Dinner,Non-Veg,583,36,25,248
Margherita Pizza,Fast Food,Veg,663,19,35,297
Paniyaram + Chutney,Breakfast,Veg,403,11,15,94
Kadalai Mittai (Peanut Chikki),Snacks,Veg,256,7,18,29
Pongal + Vada + Sambar,Dinner,Veg,534,20,22,86
Veg Noodles,Fast Food,Veg,452,12,20,165
Chicken Zinger Burger,Fast Food,Non-Veg,630,46,37,300
Bajji (Onion/Plantain),Snacks,Veg,294,5,20,65
Veg Momos,Fast Food,Veg,252,12,6,84
Peas Pulao + Raita,Lunch,Veg,554,18,15,115
Rasam Rice,Lunch,Veg,338,11,6,109
Chicken Biryani,Dinner,Non-Veg,748,48,28,240
Squid Fry + Rice,Lunch,Non-Veg,679,39,19,353
Mutton Seekh Roll,Fast Food,Non-Veg,784,34,30,369
Fish Biryani,Lunch,Non-Veg,702,45,22,230
Egg Fried Rice,Fast Food,Non-Veg,558,20,21,166
Idiyappam + Coconut Milk,Breakfast,Veg,289,6,10,79
Rasam Rice,Lunch,Veg,312,12,9,88
Chicken Burger,Fast Food,Non-Veg,650,34,19,241
Ghee Dosai,Breakfast,Veg,401,7,15,121
Chicken Fried Rice,Fast Food,Non-Veg,546,37,17,214
Sambar Rice,Dinner,Veg,488,12,9,117
Poha (Aval) + Chutney,Snacks,Veg,251,5,9,74
Parotta + Chicken Salna,Dinner,Non-Veg,600,48,29,241
Corn Chaat,Snacks,Veg,286,5,7,99
Mutton Meals (Full),Lunch,Non-Veg,1055,47,47,236
Chicken Zinger Burger,Fast Food,Non-Veg,752,38,24,279
Egg Dosai,Breakfast,Non-Veg,308,28,19,123
Egg Fried Rice,Fast Food,Non-Veg,556,27,13,190
Parotta + Veg Salna,Breakfast,Veg,670,12,21,104
Meals (Light),Dinner,Veg,553,15,13,107
Veg Fried Rice,Fast Food,Veg,444,14,10,151
Prawn Masala + Rice,Dinner,Non-Veg,542,40,24,306
Sundal (Kadala/Peas),Snacks,Veg,221,12,8,53
Egg Pongal,Breakfast,Non-Veg,456,21,21,123
Veg Fried Rice,Fast Food,Veg,502,14,17,129
Parotta + Mutton Salna,Dinner,Non-Veg,834,42,45,258
Sundal (Kadala/Peas),Snacks,Veg,180,13,10,59
Fish Biryani,Dinner,Non-Veg,655,54,30,351
Jigarthanda,Snacks,Veg,355,10,18,120
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,397,12,10,63
Kadalai Mittai (Peanut Chikki),Snacks,Veg,249,12,9,38
Chettinad Chicken + Rice,Dinner,Non-Veg,673,56,30,247
Prawn Bajji,Snacks,Non-Veg,407,30,16,173
Aappam + Stew,Breakfast,Veg,356,10,7,73
Tomato Rice,Dinner,Veg,338,11,10,88
Chicken Biryani (Ambur Style),Lunch,Non-Veg,709,51,18,217
Poha (Aval) + Chutney,Snacks,Veg,216,9,6,65
Curd Rice + Pickle,Dinner,Veg,342,10,10,86
Chicken Biryani,Dinner,Non-Veg,832,49,32,259
Aappam + Veg Stew,Dinner,Veg,385,12,11,134
Aappam + Stew,Breakfast,Veg,412,8,8,106
Pongal + Chutney,Dinner,Veg,305,12,15,75
Rose Milk,Snacks,Veg,265,5,9,35
Keema Parotta,Breakfast,Non-Veg,568,40,24,208
Fish Fry + Rice,Lunch,Non-Veg,521,51,16,270
Pongal + Vada + Sambar,Dinner,Veg,525,18,23,160
Prawn Biryani,Lunch,Non-Veg,644,52,25,329
Pesarattu + Ginger Chutney,Dinner,Veg,377,12,6,61
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,566,40,20,146
Chicken Meals (Full),Lunch,Non-Veg,972,41,22,204
Fresh Sugarcane Juice,Snacks,Veg,110,2,0,32
Chicken Kadai + Idly,Breakfast,Non-Veg,545,40,17,202
Cheese Veg Burger,Fast Food,Veg,491,20,29,214
Egg Biryani,Lunch,Non-Veg,636,22,16,120
Chicken Puff,Snacks,Non-Veg,413,26,27,113
Tomato Rice,Dinner,Veg,389,6,16,55
Chicken 65,Snacks,Non-Veg,436,32,21,132
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,369,13,8,57
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,268,12,5,66
Curd Rice + Pickle,Lunch,Veg,430,10,11,77
Parotta + Veg Salna,Breakfast,Veg,592,15,29,134
Sundal (Kadala/Peas),Snacks,Veg,227,8,10,30
Prawn Bajji,Snacks,Non-Veg,437,26,18,133
Chicken Biryani (Dindigul Style),Lunch,Non-Veg,659,39,29,319
Paneer Roll,Fast Food,Veg,445,23,19,260
Chappatti + Kurma,Dinner,Veg,468,15,10,86
Chicken Puff,Snacks,Non-Veg,388,29,21,106
Chappatti + Kurma,Dinner,Veg,360,10,8,89
Rose Milk,Snacks,Veg,213,7,8,45
Fresh Sugarcane Juice,Snacks,Veg,139,1,0,53
Upma + Chutney,Breakfast,Veg,201,9,8,88
Coconut Rice,Lunch,Veg,392,8,17,64
Set Dosai + Sambar,Breakfast,Veg,314,11,14,102
Plain Dosai + Chutney,Dinner,Veg,271,9,9,74
Thaen Kaapi (Honey Coffee),Breakfast,Veg,107,1,4,43
Kottu Parotta (Chicken),Dinner,Non-Veg,637,42,29,274
Pongal + Chutney,Dinner,Veg,439,8,9,97
Fresh Lemon Juice,Snacks,Veg,94,0,0,23
Crab Curry + Rice,Lunch,Non-Veg,530,34,14,494
French Fries,Fast Food,Veg,488,6,19,146
Fresh Lemon Juice,Snacks,Veg,50,0,0,49
Ven Pongal,Breakfast,Veg,444,14,10,60
Mutton Biryani,Lunch,Non-Veg,718,52,35,357
Set Dosai + Sambar,Breakfast,Veg,459,13,11,63
Chicken Biryani (Ambur Style),Lunch,Non-Veg,724,37,24,210
Fresh Lemon Juice,Snacks,Veg,91,0,0,22
Kottu Parotta (Veg),Lunch,Veg,640,14,24,126
Kottu Parotta (Chicken),Dinner,Non-Veg,776,48,20,218
Mutton Seekh Roll,Fast Food,Non-Veg,692,36,21,258
Corn Chaat,Snacks,Veg,240,6,6,41
Curd Rice + Pickle,Lunch,Veg,383,15,10,104
Chicken Puff,Snacks,Non-Veg,354,28,19,82
Chicken Noodles,Fast Food,Non-Veg,526,29,22,165
Idiyappam + Coconut Milk,Breakfast,Veg,281,9,11,87
Set Dosai + Sambar,Breakfast,Veg,423,9,14,104
Medu Vada + Sambar,Breakfast,Veg,309,13,19,82
Set Dosai + Sambar,Breakfast,Veg,311,9,12,61
Veg Burger,Fast Food,Veg,464,11,26,128
Aappam + Veg Stew,Dinner,Veg,429,9,11,150
Aappam + Stew,Breakfast,Veg,378,10,10,127
Thengai Paal Dosai,Breakfast,Veg,334,9,14,100
Mutton Seekh Roll,Fast Food,Non-Veg,682,39,21,337
Sugarcane Juice,Breakfast,Veg,111,0,1,36
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,212,9,5,34
Onion Dosai,Breakfast,Veg,344,7,9,103
Fish Biryani,Dinner,Non-Veg,780,41,20,371
Chicken Fried Rice,Fast Food,Non-Veg,512,40,14,316
Parotta + Mutton Salna,Dinner,Non-Veg,994,48,39,234
Cheese Veg Burger,Fast Food,Veg,470,20,22,293
Crab Curry + Rice,Lunch,Non-Veg,527,46,23,499
Mutton Seekh Roll,Fast Food,Non-Veg,656,33,31,209
Sundal (Kadala/Peas),Snacks,Veg,233,13,4,23
Rose Milk,Snacks,Veg,271,7,8,44
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,387,17,5,70
Pani Puri (TN Style),Snacks,Veg,217,7,9,30
Curd Rice + Pickle,Lunch,Veg,371,10,9,75
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,430,16,5,61
Egg Dosai,Breakfast,Non-Veg,440,25,14,95
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,202,10,5,33
Veg Burger,Fast Food,Veg,466,18,14,107
Puttu + Kadala Curry,Breakfast,Veg,357,13,6,83
Keema Parotta,Breakfast,Non-Veg,762,44,23,210
Chappatti + Kurma,Dinner,Veg,455,11,11,82
Tomato Rice,Lunch,Veg,406,11,9,60
Mango Juice,Breakfast,Veg,211,3,1,65
Chicken Meals (Full),Lunch,Non-Veg,751,56,34,230
Chicken 65,Snacks,Non-Veg,386,35,23,122
Fish Curry + Rice,Dinner,Non-Veg,482,47,22,232
Masala Omelette + Parotta,Breakfast,Non-Veg,472,29,20,120
Vada + Sambar,Snacks,Veg,330,13,15,40
Idly + Chicken Kurma,Dinner,Non-Veg,557,34,21,180
Filter Coffee,Breakfast,Veg,84,3,5,53
Idiyappam + Coconut Milk,Breakfast,Veg,411,7,5,85
Squid Fry + Rice,Lunch,Non-Veg,541,30,18,389
Variety Rice (Festival Special),Lunch,Veg,475,14,10,113
Fish Biryani,Lunch,Non-Veg,878,48,22,377
Bajji (Onion/Plantain),Snacks,Veg,308,5,22,33
Aloo Bonda,Snacks,Veg,320,4,20,37
Chicken Biryani (Ambur Style),Lunch,Non-Veg,770,50,18,151
Thaen Kaapi (Honey Coffee),Breakfast,Veg,120,3,4,41
Masala Dosai,Breakfast,Veg,397,13,12,126
Fresh Fruit Juice,Breakfast,Veg,100,2,2,95
Mutton Kuzhambu + Rice,Lunch,Non-Veg,753,57,25,325
Rose Milk,Snacks,Veg,263,5,8,53
Veg Momos,Fast Food,Veg,325,14,12,173
Veg Burger,Fast Food,Veg,361,14,24,214
Curd Rice + Pickle,Dinner,Veg,373,15,7,113
Aappam + Veg Stew,Dinner,Veg,453,11,9,153
Chicken Momos,Fast Food,Non-Veg,466,25,11,157
Vada + Sambar,Snacks,Veg,332,8,15,46
Parotta + Veg Salna,Dinner,Veg,503,18,21,141
Chappatti + Kurma,Dinner,Veg,443,18,10,67
Ven Pongal,Breakfast,Veg,378,8,11,108
Fish Fry + Rice,Lunch,Non-Veg,629,48,28,292
Chicken Kadai + Idly,Breakfast,Non-Veg,486,45,23,222
Aappam + Stew,Breakfast,Veg,329,9,9,77
Curd Rice + Pickle,Dinner,Veg,315,14,14,116
Mutton Seekh Roll,Fast Food,Non-Veg,650,49,18,291
Veg Noodles,Fast Food,Veg,413,15,20,213
Sambar Rice,Dinner,Veg,506,20,12,60
Paneer Roll,Snacks,Veg,492,23,16,87
Chappatti + Kurma,Dinner,Veg,433,12,15,112
Prawn Masala + Rice,Dinner,Non-Veg,622,53,16,367
Parotta + Veg Salna,Lunch,Veg,552,11,35,155
Fish Curry + Rice,Lunch,Non-Veg,478,39,23,245
Veg Burger,Fast Food,Veg,394,15,26,161
Mutton Seekh Roll,Fast Food,Non-Veg,660,37,25,252
Chicken Lollipop,Snacks,Non-Veg,386,36,19,176
Chappatti + Kurma,Dinner,Veg,427,17,16,93
Idiyappam + Coconut Milk,Breakfast,Veg,365,7,9,114
Fresh Fruit Juice,Breakfast,Veg,126,3,0,90
Chappatti + Kurma,Breakfast,Veg,450,18,16,118
Paneer Roll,Snacks,Veg,512,22,14,143
Pesarattu + Ginger Chutney,Dinner,Veg,317,10,13,61
Bonda + Chutney,Snacks,Veg,283,6,20,35
Parotta + Mutton Salna,Dinner,Non-Veg,859,51,47,192
Chappatti + Kurma,Dinner,Veg,493,13,12,80
Plain Dosai + Chutney,Dinner,Veg,272,7,8,80
Veg Momos,Fast Food,Veg,284,14,10,171
Masala Dosai,Breakfast,Veg,303,11,17,79
Chicken Burger,Fast Food,Non-Veg,469,45,15,145
Egg Fried Rice,Fast Food,Non-Veg,635,26,18,202
Tamarind Rice (Puliyodharai),Lunch,Veg,336,12,12,88
Parotta + Kurma,Breakfast,Veg,570,12,22,92
Mango Juice,Breakfast,Veg,196,2,1,88
Filter Coffee,Breakfast,Veg,57,1,4,39
Bajji (Onion/Plantain),Snacks,Veg,309,4,11,43
Chicken Biryani (Dindigul Style),Lunch,Non-Veg,699,38,20,205
Veg Burger,Fast Food,Veg,473,13,19,131
Egg Pongal,Breakfast,Non-Veg,387,18,23,76
Chicken Noodles,Fast Food,Non-Veg,654,41,17,320
Parotta + Mutton Salna,Dinner,Non-Veg,958,54,42,190
Pani Puri (TN Style),Snacks,Veg,280,7,11,80
Masala Dosai,Breakfast,Veg,373,14,8,95
Chappatti + Dal Fry,Lunch,Veg,406,16,11,88
Mango Juice,Breakfast,Veg,126,2,1,72
Chicken Kadai + Idly,Breakfast,Non-Veg,543,30,20,233
Paneer Roll,Fast Food,Veg,573,21,23,166
Meals (Light),Dinner,Veg,589,16,9,86
Aappam + Veg Stew,Dinner,Veg,338,11,11,162
Egg Biryani,Lunch,Non-Veg,511,32,23,212
Sundal (Kadala/Peas),Snacks,Veg,231,11,5,52
Chicken Puff,Snacks,Non-Veg,305,20,17,117
Pongal + Vada + Sambar,Dinner,Veg,561,16,13,100
Tomato Rice,Lunch,Veg,432,6,12,93
Chicken Tikka Pizza,Fast Food,Non-Veg,1089,51,33,643
Chettinad Chicken + Rice,Dinner,Non-Veg,725,47,28,251
Chicken Momos,Fast Food,Non-Veg,452,27,12,203
Margherita Pizza,Fast Food,Veg,777,28,37,484
Mutton Samosa,Snacks,Non-Veg,405,23,23,59
French Fries,Fast Food,Veg,341,8,14,191
Vada + Sambar,Snacks,Veg,255,10,20,69
Keerai Dosai,Breakfast,Veg,338,8,6,87
Aappam + Veg Stew,Dinner,Veg,439,9,8,114
Chicken Zinger Burger,Fast Food,Non-Veg,693,41,22,212
Nannari Sherbet,Breakfast,Veg,95,0,1,32
Chicken Burger,Fast Food,Non-Veg,600,29,18,148
Nannari Sherbet,Breakfast,Veg,150,0,1,47
Onion Dosai,Breakfast,Veg,328,9,16,97
Egg Fried Rice,Fast Food,Non-Veg,506,23,23,157
Tender Coconut Water,Snacks,Veg,70,1,1,69
Aloo Bonda,Snacks,Veg,305,8,13,47
Poori + Kurma,Breakfast,Veg,408,10,26,66
Tomato Rice,Lunch,Veg,433,11,17,98
Curd Rice + Pickle,Lunch,Veg,302,12,10,93
Rose Milk,Snacks,Veg,181,6,9,66
Coconut Rice,Lunch,Veg,434,6,15,64
Masala Dosai,Breakfast,Veg,345,13,16,70
Sambar Rice,Dinner,Veg,418,18,14,72
Fish Bajji,Snacks,Non-Veg,392,23,21,83
Egg Pongal,Breakfast,Non-Veg,411,27,16,132
"Meals (Sambar, Rasam, Kootu, Rice, Papad, Pickle)",Lunch,Veg,640,16,16,135
Parotta + Chicken Salna,Dinner,Non-Veg,698,38,34,148
Fish Bajji,Snacks,Non-Veg,395,21,13,140
Tomato Rice,Lunch,Veg,370,8,10,61
Fish Biryani,Lunch,Non-Veg,681,57,32,277
Tomato Rice,Dinner,Veg,439,11,11,109
Fish Biryani,Dinner,Non-Veg,713,54,31,292
Lemon Rice,Lunch,Veg,392,12,8,103
Masala Vada Pav,Fast Food,Veg,341,11,11,59
Fresh Fruit Juice,Breakfast,Veg,138,3,0,75
Mutton Samosa,Snacks,Non-Veg,333,14,28,38
Chicken Kadai + Idly,Breakfast,Non-Veg,475,33,21,234
Meals (Full Thali),Lunch,Veg,710,26,15,147
Kottu Parotta (Chicken),Dinner,Non-Veg,657,35,34,194
Kadalai Mittai (Peanut Chikki),Snacks,Veg,256,7,13,28
Veg Noodles,Fast Food,Veg,546,10,22,159
Thaen Kaapi (Honey Coffee),Breakfast,Veg,121,3,3,58
Margherita Pizza,Fast Food,Veg,824,18,37,277
Chicken 65,Snacks,Non-Veg,360,42,27,206
Pongal + Chutney,Dinner,Veg,386,10,10,104
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,253,6,3,32
Prawn Masala + Rice,Dinner,Non-Veg,543,43,24,392
Cheese Veg Burger,Fast Food,Veg,472,15,26,280
Mutton Samosa,Snacks,Non-Veg,332,15,20,69
Veg Burger,Fast Food,Veg,524,16,19,156
Prawn Masala + Rice,Lunch,Non-Veg,557,51,22,251
Tender Coconut Water,Snacks,Veg,52,1,1,64
Omelette + Bread,Breakfast,Non-Veg,385,22,20,86
Fish and Chips,Fast Food,Non-Veg,742,39,36,277
Variety Rice (Festival Special),Lunch,Veg,490,15,18,136
Variety Rice (Festival Special),Lunch,Veg,523,12,20,89
Fish Biryani,Dinner,Non-Veg,864,54,19,262
Veg Noodles,Fast Food,Veg,492,14,21,122
Chicken Momos,Fast Food,Non-Veg,430,31,19,228
Tomato Rice,Dinner,Veg,410,11,16,113
Aappam + Stew,Breakfast,Veg,324,7,9,130
Parotta + Chicken Salna,Dinner,Non-Veg,644,40,37,169
Curd Rice + Pickle,Lunch,Veg,434,12,8,85
Bonda + Chutney,Snacks,Veg,277,7,16,30
Chicken Lollipop,Snacks,Non-Veg,419,22,23,170
Chappatti + Dal Fry,Lunch,Veg,397,22,18,124
Coconut Rice,Lunch,Veg,366,7,22,76
Rose Milk,Snacks,Veg,244,8,6,35
Egg Curry + Rice,Dinner,Non-Veg,440,29,18,198
Squid Fry + Rice,Lunch,Non-Veg,456,42,16,209
Meals (Light),Dinner,Veg,595,14,15,131
Fish Biryani,Dinner,Non-Veg,760,42,31,389
Sambar Rice,Lunch,Veg,497,19,14,81
Kozhukattai,Snacks,Veg,185,6,4,76
Masala Omelette + Parotta,Breakfast,Non-Veg,615,24,29,169
Squid Fry + Rice,Lunch,Non-Veg,596,50,20,368
